id,total_subjects,overwritten_subjects,business_and_management,marketing,management_information_systems,introduction_to_informatics,calculus_1,calculus_2,probability_and_statistics,artificial_intelligence,microprocessor_systems,distributed_systems,theory_of_information,electric_circuits,electrotechnics,physics,modern_physics,direction
8346,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8347,30,17,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8348,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8349,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8350,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8351,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8352,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8353,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8354,31,17,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8355,30,16,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8356,29,10,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,null
8357,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8358,5,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,null
8359,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8360,31,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8361,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8362,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8363,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8364,11,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8365,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8366,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8367,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8368,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8369,20,7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,null
